DDM,EXP,val,subj_idx,gLen
bias,cInfo,0.001003533093864785,28,1
drift,0,-0.26218642687068183,29,6
drift,oDel,0.04531522842336057,29,6
drift,cInfo,0.17331343339088595,29,6
thresh,0,0.8225917329856653,29,6
thresh,oDel,-0.0015050412098192671,29,6
thresh,cInfo,0.05757648596976273,29,6
bias,0,0.07312893173843793,29,6
bias,oDel,-0.0026348480915978525,29,6
bias,cInfo,-0.1456358186126115,29,6
drift,0,-0.08673302510944472,29,1
drift,oDel,0.04175660706631071,29,1
drift,cInfo,0.212816385661414,29,1
thresh,0,0.6992679460877712,29,1
thresh,oDel,-1.2063221083665172e-4,29,1
thresh,cInfo,-0.051279162696609044,29,1
bias,0,-0.038470894859562454,29,1
bias,oDel,0.01389543244720833,29,1
bias,cInfo,-0.0505442885922721,29,1
drift,0,-0.24440412833012332,2,6
drift,oDel,0.04896026484315642,2,6
drift,cInfo,-0.4693026788566135,2,6
thresh,0,0.7562195621023281,2,6
thresh,oDel,-7.951522155494776e-4,2,6
thresh,cInfo,0.01039484325153597,2,6
bias,0,-0.04966518297242711,2,6
bias,oDel,-0.017453253688205425,2,6
bias,cInfo,0.2859675892309392,2,6
drift,0,-0.011766264297168462,2,1
drift,oDel,0.05571243462733412,2,1
drift,cInfo,-0.08499390706684415,2,1
thresh,0,0.7135355352593207,2,1
thresh,oDel,-0.00188117482797062,2,1
thresh,cInfo,-0.011623236432918274,2,1
bias,0,0.026347363564031556,2,1
bias,oDel,0.027658124438767643,2,1
bias,cInfo,0.15479761071233722,2,1
drift,0,0.065676872646791,30,6
drift,oDel,0.03576864472184102,30,6
drift,cInfo,-0.31205672272569174,30,6
thresh,0,0.9474707858466087,30,6
thresh,oDel,0.0031066474841044945,30,6
thresh,cInfo,-0.001640626527904674,30,6
bias,0,0.08670295252526461,30,6
bias,oDel,0.015150115972131525,30,6
bias,cInfo,0.08952907719062851,30,6
drift,0,-0.04312376161107294,30,1
drift,oDel,0.08204313534703654,30,1
drift,cInfo,0.5746070437462791,30,1
thresh,0,0.9000186846832114,30,1
thresh,oDel,7.731023526775666e-4,30,1
thresh,cInfo,0.01712303797074467,30,1
bias,0,0.10109145178970891,30,1
bias,oDel,0.0027552788255389444,30,1
bias,cInfo,0.034984517972372356,30,1
drift,0,0.07680497415140211,31,6
drift,oDel,0.06487058594790816,31,6
drift,cInfo,-0.23881876321089218,31,6
thresh,0,0.8886891732342348,31,6
thresh,oDel,0.0013177919407901457,31,6
thresh,cInfo,0.040917398573939924,31,6
bias,0,0.010926446852682625,31,6
bias,oDel,8.1108398974118e-4,31,6
bias,cInfo,0.2122479862690565,31,6
drift,0,0.0038629077454962095,31,1
drift,oDel,0.053619989266400984,31,1
drift,cInfo,0.11504043902772845,31,1
thresh,0,1.0066101294856487,31,1
thresh,oDel,5.005475446693248e-4,31,1
thresh,cInfo,-0.12502604420509433,31,1
bias,0,-0.013482273503262254,31,1
bias,oDel,0.009859601031124758,31,1
bias,cInfo,-0.2812952002796193,31,1
drift,0,0.053820671147438666,39,6
drift,oDel,0.030167389464355217,39,6
drift,cInfo,-0.5414444702934421,39,6
thresh,0,0.7919916722789301,39,6
thresh,oDel,-0.0018873335334545144,39,6
thresh,cInfo,-0.04680209568690724,39,6
bias,0,-0.1257867827815275,39,6
bias,oDel,0.011292013699474001,39,6
bias,cInfo,0.10835229502555414,39,6
drift,0,-0.014847669057392637,39,1
drift,oDel,0.07971377279127254,39,1
drift,cInfo,0.4040000633129484,39,1
thresh,0,1.0384153615836398,39,1
thresh,oDel,8.641402184848512e-4,39,1
thresh,cInfo,0.03551011288090968,39,1
bias,0,0.008688395119997638,39,1
